text,label
"To assess the effects of Alendronate sodium on the incidence of vertebral fractures (detected by digitized radiography; approximately one third of these were clinically symptomatic), the U.S. and Multinational studies were combined in an analysis that compared placebo to the pooled dosage groups of Alendronate sodium (5 or 10 mg for three years or 20 mg for two years followed by 5 mg for one year). There was a statistically significant reduction in the proportion of patients treated with Alendronate sodium experiencing one or more new vertebral fractures relative to those treated with placebo (3.2% vs. 6.2%; a 48% relative risk reduction). A reduction in the total number of new vertebral fractures (4.2 vs. 11.3 per 100 patients) was also observed. In the pooled analysis, patients who received Alendronate sodium had a loss in stature that was statistically significantly less than was observed in those who received placebo (-3.0 mm vs. -4.6 mm).",2
"Cardiovascular: Bradycardia, cardiac arrest, cardiac arrhythmias, cardiac enlargement, circulatory collapse, congestive heart failure, fat embolism, hypertension, hypertrophic cardiomyopathy in premature infants, myocardial rupture following recent myocardial infarction (see WARNINGS), pulmonary edema, syncope, tachycardia, thromboembolism, thrombophlebitis, vasculitis.",2
Patients Not Receiving Systemic Corticosteroids:,1
Store Abiraterone acetate tablets at room temperature between 68oF to 77oF (20oC to 25oC).,2
"The incidence of discontinuation due to adverse reactions between Abilify-treated and placebo-treated pediatric patients (13 to 17 years) was 5% and 2%, respectively.",2
"Instruct patients to report infusion sites that are erythematous, pruritic, or thickened, and to select a new site because continued infusion may increase the skin reaction or alter the absorption of Admelog.",2
"My doctor has answered all my questions about isotretinoin and I understand that it is my responsibility not to get pregnant 1 month before, during isotretinoin treatment, or for 1 month after I stop taking isotretinoin.",2
Sanofi Pasteur Inc.,1
"The clinical response to 24 weeks of Actemra-SC therapy is shown in Table 7. In SC-I, the primary outcome measure was ACR20 at Week 24. The pre-specified non-inferiority margin was a treatment difference of 12%. The study demonstrated non-inferiority of Actemra with respect to ACR20 at Week 24; ACR50, ACR70, and DAS28 responses are also shown in Table 7. In SC-II, a greater portion of patients treated with Actemra 162 mg subcutaneously every other week achieved ACR20, ACR50, and ACR70 responses compared to placebo-treated patients (Table 7). Further, a greater proportion of patients treated with Actemra 162 mg subcutaneously every other week achieved a low level of disease activity as measured by a DAS28-ESR less than 2.6 at Week 24 compared to those treated with placebo (Table 7).",2
"Phenytoin: Nifedipine is metabolized by CYP3A4. Co-administration of nifedipine 10 mg capsule and 60 mg nifedipine coat-core tablet with phenytoin, an inducer of CYP3A4, lowered the AUC and Cmax of nifedipine by approximately 70%. When using nifedipine with phenytoin, the clinical response to nifedipine should be monitored and its dose adjusted if necessary.",2
"During the maintenance treatment period of the monotherapy trials (ECZTRA 1 and ECZTRA 2) from 16 to 52 weeks, conjunctivitis was reported in 8.9% of subjects treated with Adbry 300 mg every other week (20 events per 100 subject-years of exposure) and in 6.3% of subjects treated with Adbry 300 mg every 4 weeks (14 events per 100 subject-years of exposure) compared to 7.7% of subjects treated with Adbry 300 mg every other week in the initial treatment period (30 events per 100 subject-years of exposure). Conjunctivitis (including no serious events, 1 severe event, and 1 event that led to discontinuation) was reported in 24 subjects in the combined (every other week and every 4 weeks) Adbry groups. A similar pattern was seen during the continuation treatment period of an additional 16 weeks in the Adbry combination ECZTRA 3.",2
Excess water will be left in the vial; discard vial with the unused portion.,2
Information for Patients,2
50 mg/25 mL (2 mg/mL),2
Acticlate CAP Capsules:,1
"Disposing of unopened Actiq units: Dispose of any unopened Actiq units remaining from a prescription as soon as they are no longer needed, as follows:",2
Coated Caplets*,1
The efficacy results are summarized in Table 12. Duration of response is calculated from date of first response to date of progression or data cutoff date.,2
"Figure 2 
Change in BMD from Baseline 
2-Year Prevention Study",2
What are the possible side effects of Activella?,2
"Incision and drainage or other surgical procedures should be performed in conjunction with antibiotic therapy, when indicated.",2
"The concurrent use of Achromycin V (Tetracycline HCl Capsules, USP) and methoxyflurane has been reported to result in fatal renal toxicity.",2
"To report SUSPECTED ADVERSE REACTIONS, contact Hikma Pharmaceuticals USA Inc. at 1-877-845-0689, or the FDA at 1-800-FDA-1088 or www.fda.gov/medwatch.",2
"
PRECAUTION:",1
"Following intravenous dosing, fluticasone propionate showed polyexponential kinetics and had a terminal elimination half-life of approximately 7.8 hours. Terminal half-life estimates of fluticasone propionate following oral inhalation administration of fluticasone propionate/salmeterol MDPI were approximately 10.8 hours.",2
PRINCIPAL DISPLAY PANEL - 2000 IU 5 mL Container Label,0
 CII,1
"Excretion
After a 30-minute infusion of 260 mg/m2 doses of Abraxane, the mean values for cumulative urinary recovery of unchanged drug (4%) indicated extensive non-renal clearance. Less than 1% of the total administered dose was excreted in urine as the metabolites 6α-hydroxypaclitaxel and 3'-p-hydroxypaclitaxel. Fecal excretion was approximately 20% of the total dose administered.",2
"Studies to determine mutagenicity (Ames test) and chromosomal aberration assays in human lymphocytes were negative at all concentrations tested. Cytotoxicity, as reflected by a decrease in mitotic index, was evidenced only after prolonged exposure and only at the highest concentrations tested.",2
"In an analysis of data from 58 subjects with 65 surgical procedures in the perioperative management trial, the target factor VIII level was met or exceeded in all cases following a single loading dose ranging from 29 to 104 IU/kg.",2
"One study by Alexanian et al has shown that the use of ALKERAN in combination with prednisone significantly improves the percentage of patients with multiple myeloma who achieve palliation. One regimen has been to administer courses of ALKERAN at 0.25 mg/kg/day for 4 consecutive days (or, 0.20 mg/kg/day for 5 consecutive days) for a total dose of 1 mg/kg/course. These 4- to 5-day courses are then repeated every 4 to 6 weeks if the granulocyte count and the platelet count have returned to normal levels.",2
"Antidepressants increased the risk of suicidal thoughts and behaviors in pediatric patients [see Boxed Warning,and Warnings and Precautions (5.2)].",2
Inflammatory Drugs (NSAIDs)?,2
"Due to the pseudoephedrine component, FEXOFENADINE HCl AND PSEUDOEPHEDRINE HCl is contraindicated in patients taking monoamine oxidase inhibitors and for 14 days after stopping use of an MAO inhibitor. Concomitant use with antihypertensive drugs which interfere with sympathetic activity (e.g., methyldopa, mecamylamine, and reserpine) may reduce their antihypertensive effects. Increased ectopic pacemaker activity can occur when pseudoephedrine is used concomitantly with digitalis. Care should be taken in the administration of FEXOFENADINE HCl AND PSEUDOEPHEDRINE HCl concomitantly with other sympathomimetic amines because combined effects on the cardiovascular system may be harmful to the patient (see WARNINGS).",2
Serial FEV1 measurements (shown below as percent change from test-day baseline) demonstrated that two inhalations of Albuterol sulfate inhalation aerosol produced significantly greater improvement in pulmonary function than placebo and produced outcomes which were clinically comparable to a CFC 11/12 propelled albuterol inhaler.,2
"In an additional study (Td505), 1,806 adolescents 11 through 17 years of age received Adacel (first vaccination) as part of the lot consistency study used to support Adacel licensure. This study was a randomized, double-blind, multi-center trial designed to assess lot consistency as measured by the safety and immunogenicity of 3 lots of Adacel when given as a booster dose to adolescents 11 through 17 years of age inclusive. Local and systemic adverse events were monitored for 14 days post-vaccination using a diary card. Unsolicited adverse events and serious adverse events were collected for 28 days post-vaccination. Pain was the most frequently reported local adverse event occurring in approximately 80% of all participants. Headache was the most frequently reported systemic event occurring in approximately 44% of all participants. Sore and/or swollen joints were reported by approximately 14% of participants. Most joint complaints were mild in intensity with a mean duration of 2.0 days.",2
"Cardiovascular: capillary leak syndrome, cardiac failure, cardiomyopathy, pulmonary edema, arrhythmias (tachycardia, atrial fibrillation, palpitations), chest pain, ischemia, myocardial infarction, syncope",2
"An acute myopathy has been observed with the use of high doses of corticosteroids, most often occurring in patients with disorders of neuromuscular transmission (e.g., myasthenia gravis), or in patients receiving concomitant therapy with neuromuscular blocking drugs (e.g., pancuronium). This acute myopathy is generalized, may involve ocular and respiratory muscles, and may result in quadriparesis. Elevations of creatine kinase may occur. Clinical improvement or recovery after stopping corticosteroids may require weeks to years.",2
